"graph","group","pdb","chain","ligand"
558,3,"AT2G27730.1_ranked_1","A","B"
559,8,"AT2G27730.1_ranked_1","A","B"
560,2,"AT2G27730.1_ranked_1","A","B"
561,3,"AT2G27730.1_ranked_1","A","B"
562,14,"AT2G27730.1_ranked_1","A","B"
563,6,"AT2G27730.1_ranked_1","A","B"
564,17,"AT2G27730.1_ranked_2","A","B"
565,3,"AT2G27730.1_ranked_2","A","B"
566,15,"AT2G27730.1_ranked_2","A","B"
567,8,"AT2G27730.1_ranked_2","A","B"
568,9,"AT2G27730.1_ranked_2","A","B"
569,3,"AT2G27730.1_ranked_2","A","B"
570,17,"AT2G27730.1_ranked_2","A","B"
571,12,"AT2G27730.1_ranked_2","A","B"
572,6,"AT2G27730.1_ranked_2","A","B"
573,3,"AT2G28000.1_ranked_0","A","B"
574,3,"AT2G28000.1_ranked_0","A","B"
575,10,"AT2G28000.1_ranked_0","A","B"
576,6,"AT2G28000.1_ranked_0","A","B"
577,6,"AT2G28000.1_ranked_0","A","B"
578,7,"AT2G28000.1_ranked_0","A","B"
579,11,"AT2G28000.1_ranked_0","A","B"
580,6,"AT2G28000.1_ranked_0","A","B"
581,6,"AT2G28000.1_ranked_0","A","B"
582,6,"AT2G28000.1_ranked_0","A","B"
583,3,"AT2G28000.1_ranked_0","A","B"
584,9,"AT2G28000.1_ranked_1","A","B"
585,3,"AT2G28000.1_ranked_1","A","B"
586,3,"AT2G28000.1_ranked_1","A","B"
587,3,"AT2G28000.1_ranked_1","A","B"
588,1,"AT2G28000.1_ranked_1","A","B"
589,6,"AT2G28000.1_ranked_1","A","B"
590,11,"AT2G28000.1_ranked_1","A","B"
591,9,"AT2G28000.1_ranked_1","A","B"
592,6,"AT2G28000.1_ranked_1","A","B"
593,3,"AT2G28000.1_ranked_1","A","B"
594,3,"AT2G28000.1_ranked_1","A","B"
595,3,"AT2G28000.1_ranked_1","A","B"
596,3,"AT2G28000.1_ranked_1","A","B"
597,12,"AT2G28000.1_ranked_1","A","B"
598,6,"AT2G28000.1_ranked_2","A","B"
599,6,"AT2G28000.1_ranked_2","A","B"
600,3,"AT2G28000.1_ranked_2","A","B"
601,6,"AT2G28000.1_ranked_2","A","B"
602,6,"AT2G28000.1_ranked_2","A","B"
603,3,"AT2G28000.1_ranked_2","A","B"
604,3,"AT2G28000.1_ranked_2","A","B"
605,16,"AT2G28000.1_ranked_2","A","B"
606,6,"AT2G28000.1_ranked_2","A","B"
607,6,"AT2G28000.1_ranked_2","A","B"
608,9,"AT2G28000.1_ranked_2","A","B"
609,12,"AT2G28000.1_ranked_2","A","B"
610,16,"AT2G29550.1_ranked_0","A","B"
611,14,"AT2G29550.1_ranked_0","A","B"
612,3,"AT2G29550.1_ranked_0","A","B"
613,9,"AT2G29550.1_ranked_0","A","B"
614,9,"AT2G29550.1_ranked_0","A","B"
615,9,"AT2G29550.1_ranked_0","A","B"
616,11,"AT2G29550.1_ranked_0","A","B"
617,1,"AT2G29550.1_ranked_0","A","B"
618,7,"AT2G29550.1_ranked_0","A","B"
619,4,"AT2G29550.1_ranked_0","A","B"
620,14,"AT2G29550.1_ranked_0","A","B"
621,1,"AT2G29550.1_ranked_0","A","B"
622,3,"AT2G29550.1_ranked_0","A","B"
623,1,"AT2G29550.1_ranked_0","A","B"
624,6,"AT2G29550.1_ranked_0","A","B"
625,9,"AT2G29550.1_ranked_0","A","B"
626,13,"AT2G29550.1_ranked_0","A","B"
627,9,"AT2G29550.1_ranked_1","A","B"
628,16,"AT2G29550.1_ranked_1","A","B"
629,8,"AT2G29550.1_ranked_1","A","B"
630,3,"AT2G29550.1_ranked_1","A","B"
631,3,"AT2G29550.1_ranked_1","A","B"
632,9,"AT2G29550.1_ranked_1","A","B"
633,1,"AT2G29550.1_ranked_1","A","B"
634,10,"AT2G29550.1_ranked_1","A","B"
635,15,"AT2G29550.1_ranked_1","A","B"
636,3,"AT2G29550.1_ranked_1","A","B"
637,6,"AT2G29550.1_ranked_1","A","B"
638,10,"AT2G29550.1_ranked_1","A","B"
639,6,"AT2G29550.1_ranked_1","A","B"
640,6,"AT2G29550.1_ranked_1","A","B"
641,3,"AT2G29550.1_ranked_1","A","B"
642,1,"AT2G29550.1_ranked_1","A","B"
643,6,"AT2G29550.1_ranked_1","A","B"
644,17,"AT2G29550.1_ranked_1","A","B"
645,15,"AT2G29550.1_ranked_1","A","B"
646,13,"AT2G29550.1_ranked_1","A","B"
647,14,"AT2G29550.1_ranked_2","A","B"
648,3,"AT2G29550.1_ranked_2","A","B"
649,6,"AT2G29550.1_ranked_2","A","B"
650,1,"AT2G29550.1_ranked_2","A","B"
651,3,"AT2G29550.1_ranked_2","A","B"
652,9,"AT2G29550.1_ranked_2","A","B"
653,4,"AT2G29550.1_ranked_2","A","B"
654,14,"AT2G29550.1_ranked_2","A","B"
655,1,"AT2G29550.1_ranked_2","A","B"
656,7,"AT2G29550.1_ranked_2","A","B"
657,8,"AT2G29550.1_ranked_2","A","B"
658,17,"AT2G29550.1_ranked_2","A","B"
659,13,"AT2G29550.1_ranked_2","A","B"
660,4,"AT2G31810.1_ranked_0","A","B"
661,6,"AT2G31810.1_ranked_0","A","B"
662,2,"AT2G31810.1_ranked_0","A","B"
663,6,"AT2G31810.1_ranked_0","A","B"
664,16,"AT2G31810.1_ranked_0","A","B"
665,7,"AT2G31810.1_ranked_0","A","B"
666,1,"AT2G31810.1_ranked_0","A","B"
667,2,"AT2G31810.1_ranked_0","A","B"
668,4,"AT2G31810.1_ranked_0","A","B"
669,13,"AT2G31810.1_ranked_0","A","B"
670,3,"AT2G31810.1_ranked_0","A","B"
671,9,"AT2G31810.1_ranked_0","A","B"
672,6,"AT2G31810.1_ranked_0","A","B"
673,6,"AT2G31810.1_ranked_0","A","B"
674,3,"AT2G31810.1_ranked_0","A","B"
675,3,"AT2G31810.1_ranked_0","A","B"
676,3,"AT2G31810.1_ranked_0","A","B"
677,3,"AT2G31810.1_ranked_0","A","B"
678,1,"AT2G31810.1_ranked_0","A","B"
679,8,"AT2G31810.1_ranked_1","A","B"
680,4,"AT2G31810.1_ranked_1","A","B"
681,9,"AT2G31810.1_ranked_1","A","B"
682,6,"AT2G31810.1_ranked_1","A","B"
683,5,"AT2G31810.1_ranked_1","A","B"
684,6,"AT2G31810.1_ranked_1","A","B"
685,6,"AT2G31810.1_ranked_1","A","B"
686,16,"AT2G31810.1_ranked_1","A","B"
687,4,"AT2G31810.1_ranked_1","A","B"
688,7,"AT2G31810.1_ranked_1","A","B"
689,6,"AT2G31810.1_ranked_1","A","B"
690,6,"AT2G31810.1_ranked_1","A","B"
691,6,"AT2G31810.1_ranked_1","A","B"
692,10,"AT2G31810.1_ranked_1","A","B"
693,15,"AT2G31810.1_ranked_1","A","B"
694,5,"AT2G31810.1_ranked_1","A","B"
695,3,"AT2G31810.1_ranked_1","A","B"
696,16,"AT2G31810.1_ranked_2","A","B"
697,4,"AT2G31810.1_ranked_2","A","B"
698,2,"AT2G31810.1_ranked_2","A","B"
699,5,"AT2G31810.1_ranked_2","A","B"
700,4,"AT2G31810.1_ranked_2","A","B"
701,1,"AT2G31810.1_ranked_2","A","B"
702,6,"AT2G31810.1_ranked_2","A","B"
703,3,"AT2G31810.1_ranked_2","A","B"
704,3,"AT2G31810.1_ranked_2","A","B"
705,1,"AT2G38040.1_ranked_0","A","B"
706,17,"AT2G38040.1_ranked_2","A","B"
707,12,"AT3G05530.1_ranked_0","A","B"
708,3,"AT3G05530.1_ranked_0","A","B"
709,17,"AT3G05530.1_ranked_0","A","B"
710,14,"AT3G05530.1_ranked_0","A","B"
711,6,"AT3G05530.1_ranked_0","A","B"
712,6,"AT3G05530.1_ranked_0","A","B"
713,6,"AT3G05530.1_ranked_0","A","B"
714,6,"AT3G05530.1_ranked_0","A","B"
715,7,"AT3G05530.1_ranked_0","A","B"
716,3,"AT3G05530.1_ranked_0","A","B"
717,3,"AT3G05530.1_ranked_0","A","B"
718,3,"AT3G05530.1_ranked_0","A","B"
719,3,"AT3G05530.1_ranked_0","A","B"
720,3,"AT3G05530.1_ranked_0","A","B"
721,3,"AT3G05530.1_ranked_0","A","B"
722,14,"AT3G05530.1_ranked_0","A","B"
723,3,"AT3G05530.1_ranked_0","A","B"
724,6,"AT3G05530.1_ranked_1","A","B"
725,6,"AT3G05530.1_ranked_1","A","B"
726,3,"AT3G05530.1_ranked_1","A","B"
727,3,"AT3G05530.1_ranked_1","A","B"
728,3,"AT3G05530.1_ranked_1","A","B"
729,1,"AT3G05530.1_ranked_2","A","B"
730,17,"AT3G05530.1_ranked_2","A","B"
731,14,"AT3G05530.1_ranked_2","A","B"
732,3,"AT3G05530.1_ranked_2","A","B"
733,11,"AT3G05530.1_ranked_2","A","B"
734,5,"AT3G05530.1_ranked_2","A","B"
735,8,"AT3G05530.1_ranked_2","A","B"
736,14,"AT3G05530.1_ranked_2","A","B"
737,14,"AT3G05530.1_ranked_2","A","B"
738,6,"AT3G05530.1_ranked_2","A","B"
739,1,"AT3G06510.2_ranked_0","A","B"
740,3,"AT3G06510.2_ranked_0","A","B"
741,8,"AT3G06510.2_ranked_0","A","B"
742,3,"AT3G06510.2_ranked_0","A","B"
743,15,"AT3G06510.2_ranked_0","A","B"
744,17,"AT3G06510.2_ranked_0","A","B"
745,11,"AT3G06510.2_ranked_0","A","B"
746,1,"AT3G06510.2_ranked_0","A","B"
747,2,"AT3G06510.2_ranked_0","A","B"
748,3,"AT3G06510.2_ranked_0","A","B"
749,13,"AT3G06510.2_ranked_0","A","B"
750,8,"AT3G06510.2_ranked_0","A","B"
751,6,"AT3G06510.2_ranked_0","A","B"
752,3,"AT3G06510.2_ranked_0","A","B"
753,6,"AT3G06510.2_ranked_0","A","B"
754,6,"AT3G06510.2_ranked_0","A","B"
755,6,"AT3G06510.2_ranked_0","A","B"
756,13,"AT3G06510.2_ranked_0","A","B"
757,16,"AT3G06510.2_ranked_0","A","B"
758,5,"AT3G06510.2_ranked_0","A","B"
759,6,"AT3G06510.2_ranked_0","A","B"
760,6,"AT3G06510.2_ranked_0","A","B"
761,1,"AT3G06510.2_ranked_0","A","B"
762,2,"AT3G06510.2_ranked_0","A","B"
763,6,"AT3G06510.2_ranked_0","A","B"
764,1,"AT3G06510.2_ranked_0","A","B"
765,13,"AT3G06510.2_ranked_0","A","B"
766,12,"AT3G06510.2_ranked_0","A","B"
767,8,"AT3G06510.2_ranked_0","A","B"
768,5,"AT3G06510.2_ranked_0","A","B"
769,3,"AT3G06510.2_ranked_0","A","B"
770,17,"AT3G06510.2_ranked_0","A","B"
771,6,"AT3G06510.2_ranked_1","A","B"
772,3,"AT3G06510.2_ranked_1","A","B"
773,3,"AT3G06510.2_ranked_1","A","B"
774,8,"AT3G06510.2_ranked_1","A","B"
775,3,"AT3G06510.2_ranked_1","A","B"
776,15,"AT3G06510.2_ranked_1","A","B"
777,2,"AT3G06510.2_ranked_1","A","B"
778,7,"AT3G06510.2_ranked_1","A","B"
779,6,"AT3G06510.2_ranked_1","A","B"
780,6,"AT3G06510.2_ranked_1","A","B"
781,3,"AT3G06510.2_ranked_1","A","B"
782,6,"AT3G06510.2_ranked_1","A","B"
783,10,"AT3G06510.2_ranked_1","A","B"
784,3,"AT3G06510.2_ranked_1","A","B"
785,11,"AT3G06510.2_ranked_1","A","B"
786,8,"AT3G06510.2_ranked_1","A","B"
787,3,"AT3G06510.2_ranked_1","A","B"
788,8,"AT3G06510.2_ranked_1","A","B"
789,6,"AT3G06510.2_ranked_1","A","B"
790,3,"AT3G06510.2_ranked_1","A","B"
791,11,"AT3G06510.2_ranked_1","A","B"
792,3,"AT3G06510.2_ranked_1","A","B"
793,14,"AT3G06510.2_ranked_1","A","B"
794,16,"AT3G06510.2_ranked_1","A","B"
795,6,"AT3G06510.2_ranked_1","A","B"
796,6,"AT3G06510.2_ranked_1","A","B"
797,8,"AT3G06510.2_ranked_1","A","B"
798,3,"AT3G06510.2_ranked_1","A","B"
799,3,"AT3G06510.2_ranked_1","A","B"
800,8,"AT3G06510.2_ranked_1","A","B"
801,6,"AT3G06510.2_ranked_1","A","B"
802,3,"AT3G06510.2_ranked_1","A","B"
803,11,"AT3G06510.2_ranked_1","A","B"
804,1,"AT3G06510.2_ranked_2","A","B"
805,1,"AT3G06510.2_ranked_2","A","B"
806,8,"AT3G06510.2_ranked_2","A","B"
807,3,"AT3G06510.2_ranked_2","A","B"
808,15,"AT3G06510.2_ranked_2","A","B"
809,3,"AT3G06510.2_ranked_2","A","B"
810,6,"AT3G06510.2_ranked_2","A","B"
811,6,"AT3G06510.2_ranked_2","A","B"
812,3,"AT3G06510.2_ranked_2","A","B"
813,6,"AT3G06510.2_ranked_2","A","B"
814,7,"AT3G06510.2_ranked_2","A","B"
815,5,"AT3G06510.2_ranked_2","A","B"
816,1,"AT3G06510.2_ranked_2","A","B"
817,12,"AT3G06510.2_ranked_2","A","B"
818,5,"AT3G06510.2_ranked_2","A","B"
819,3,"AT3G06510.2_ranked_2","A","B"
820,3,"AT3G06510.2_ranked_2","A","B"
821,14,"AT3G06510.2_ranked_2","A","B"
822,3,"AT3G06510.2_ranked_2","A","B"
823,13,"AT3G06510.2_ranked_2","A","B"
824,3,"AT3G06510.2_ranked_2","A","B"
825,3,"AT3G06510.2_ranked_2","A","B"
826,1,"AT3G06510.2_ranked_2","A","B"
827,1,"AT3G06510.2_ranked_2","A","B"
828,6,"AT3G06510.2_ranked_2","A","B"
829,1,"AT3G06510.2_ranked_2","A","B"
830,16,"AT3G06510.2_ranked_2","A","B"
831,6,"AT3G06510.2_ranked_2","A","B"
832,1,"AT3G06510.2_ranked_2","A","B"
833,8,"AT3G06510.2_ranked_2","A","B"
834,6,"AT3G06510.2_ranked_2","A","B"
835,16,"AT3G06510.2_ranked_2","A","B"
836,12,"AT3G06510.2_ranked_2","A","B"
837,6,"AT3G06510.2_ranked_2","A","B"
838,8,"AT3G06510.2_ranked_2","A","B"
839,5,"AT3G06510.2_ranked_2","A","B"
840,17,"AT3G06510.2_ranked_2","A","B"
841,3,"AT3G06510.2_ranked_2","A","B"
842,13,"AT3G06510.2_ranked_2","A","B"
843,8,"AT3G06510.2_ranked_2","A","B"
844,6,"AT3G06510.2_ranked_2","A","B"
845,3,"AT3G06510.2_ranked_2","A","B"
846,17,"AT3G06510.2_ranked_2","A","B"
847,3,"AT3G06720.1_ranked_0","A","B"
848,9,"AT3G06720.1_ranked_0","A","B"
849,6,"AT3G06720.1_ranked_0","A","B"
850,3,"AT3G06720.1_ranked_0","A","B"
851,6,"AT3G06720.1_ranked_0","A","B"
852,6,"AT3G06720.1_ranked_0","A","B"
853,6,"AT3G06720.1_ranked_0","A","B"
854,6,"AT3G06720.1_ranked_0","A","B"
855,5,"AT3G06720.1_ranked_0","A","B"
856,1,"AT3G06720.1_ranked_0","A","B"
857,3,"AT3G06720.1_ranked_0","A","B"
858,6,"AT3G06720.1_ranked_0","A","B"
859,3,"AT3G06720.1_ranked_0","A","B"
860,6,"AT3G06720.1_ranked_0","A","B"
861,9,"AT3G06720.1_ranked_0","A","B"
862,3,"AT3G06720.1_ranked_0","A","B"
863,9,"AT3G06720.1_ranked_0","A","B"
864,6,"AT3G06720.1_ranked_0","A","B"
865,1,"AT3G06720.1_ranked_0","A","B"
866,3,"AT3G06720.1_ranked_0","A","B"
867,17,"AT3G06720.1_ranked_0","A","B"
868,9,"AT3G06720.1_ranked_0","A","B"
869,3,"AT3G06720.1_ranked_0","A","B"
870,7,"AT3G06720.1_ranked_0","A","B"
871,7,"AT3G06720.1_ranked_0","A","B"
872,6,"AT3G06720.1_ranked_1","A","B"
873,3,"AT3G06720.1_ranked_1","A","B"
874,9,"AT3G06720.1_ranked_1","A","B"
875,12,"AT3G06720.1_ranked_1","A","B"
876,12,"AT3G06720.1_ranked_1","A","B"
877,6,"AT3G06720.1_ranked_1","A","B"
878,14,"AT3G06720.1_ranked_1","A","B"
879,3,"AT3G06720.1_ranked_1","A","B"
880,3,"AT3G06720.1_ranked_1","A","B"
881,3,"AT3G06720.1_ranked_1","A","B"
882,6,"AT3G06720.1_ranked_1","A","B"
883,2,"AT3G06720.1_ranked_1","A","B"
884,3,"AT3G06720.1_ranked_1","A","B"
885,10,"AT3G06720.1_ranked_1","A","B"
886,17,"AT3G06720.1_ranked_1","A","B"
887,1,"AT3G06720.1_ranked_1","A","B"
888,15,"AT3G06720.1_ranked_1","A","B"
889,6,"AT3G06720.1_ranked_1","A","B"
890,3,"AT3G06720.1_ranked_1","A","B"
891,6,"AT3G06720.1_ranked_1","A","B"
892,1,"AT3G06720.1_ranked_1","A","B"
893,16,"AT3G06720.1_ranked_1","A","B"
894,9,"AT3G06720.1_ranked_1","A","B"
895,4,"AT3G06720.1_ranked_1","A","B"
896,9,"AT3G06720.1_ranked_1","A","B"
897,6,"AT3G06720.1_ranked_1","A","B"
898,3,"AT3G06720.1_ranked_1","A","B"
899,3,"AT3G06720.1_ranked_1","A","B"
900,6,"AT3G06720.1_ranked_1","A","B"
901,6,"AT3G06720.1_ranked_1","A","B"
902,13,"AT3G06720.1_ranked_1","A","B"
903,15,"AT3G06720.1_ranked_1","A","B"
904,11,"AT3G06720.1_ranked_1","A","B"
905,9,"AT3G06720.1_ranked_2","A","B"
906,6,"AT3G06720.1_ranked_2","A","B"
907,15,"AT3G06720.1_ranked_2","A","B"
908,5,"AT3G06720.1_ranked_2","A","B"
909,3,"AT3G06720.1_ranked_2","A","B"
910,6,"AT3G06720.1_ranked_2","A","B"
911,6,"AT3G06720.1_ranked_2","A","B"
912,6,"AT3G06720.1_ranked_2","A","B"
913,6,"AT3G06720.1_ranked_2","A","B"
914,10,"AT3G06720.1_ranked_2","A","B"
915,5,"AT3G06720.1_ranked_2","A","B"
916,6,"AT3G06720.1_ranked_2","A","B"
917,3,"AT3G06720.1_ranked_2","A","B"
918,6,"AT3G06720.1_ranked_2","A","B"
919,7,"AT3G06720.1_ranked_2","A","B"
920,6,"AT3G06720.1_ranked_2","A","B"
921,1,"AT3G06720.1_ranked_2","A","B"
922,3,"AT3G06720.1_ranked_2","A","B"
923,11,"AT3G06720.1_ranked_2","A","B"
924,5,"AT3G06720.1_ranked_2","A","B"
925,6,"AT3G06720.1_ranked_2","A","B"
926,12,"AT3G06720.1_ranked_2","A","B"
927,8,"AT3G06720.1_ranked_2","A","B"
928,3,"AT3G06720.1_ranked_2","A","B"
929,17,"AT3G06720.1_ranked_2","A","B"
930,3,"AT3G06720.1_ranked_2","A","B"
931,6,"AT3G06720.1_ranked_2","A","B"
932,15,"AT3G20630.1_ranked_0","A","B"
933,3,"AT3G20630.1_ranked_0","A","B"
934,6,"AT3G20630.1_ranked_0","A","B"
935,1,"AT3G20630.1_ranked_0","A","B"
936,6,"AT3G20630.1_ranked_0","A","B"
937,10,"AT3G20630.1_ranked_0","A","B"
938,7,"AT3G20630.1_ranked_0","A","B"
939,12,"AT3G20630.1_ranked_0","A","B"
940,7,"AT3G20630.1_ranked_0","A","B"
941,12,"AT3G20630.1_ranked_0","A","B"
942,12,"AT3G20630.1_ranked_0","A","B"
943,6,"AT3G20630.1_ranked_0","A","B"
944,8,"AT3G20630.1_ranked_0","A","B"
945,8,"AT3G20630.1_ranked_0","A","B"
946,3,"AT3G20630.1_ranked_0","A","B"
947,12,"AT3G20630.1_ranked_0","A","B"
948,17,"AT3G20630.1_ranked_0","A","B"
949,3,"AT3G20630.1_ranked_1","A","B"
950,12,"AT3G20630.1_ranked_1","A","B"
951,16,"AT3G20630.1_ranked_1","A","B"
952,6,"AT3G20630.1_ranked_1","A","B"
953,17,"AT3G20630.1_ranked_1","A","B"
954,15,"AT3G20630.1_ranked_1","A","B"
955,17,"AT3G20630.1_ranked_1","A","B"
956,5,"AT3G20630.1_ranked_1","A","B"
957,8,"AT3G20630.1_ranked_1","A","B"
958,10,"AT3G20630.1_ranked_1","A","B"
959,17,"AT3G20630.1_ranked_1","A","B"
960,3,"AT3G20630.1_ranked_1","A","B"
961,13,"AT3G20630.1_ranked_1","A","B"
962,8,"AT3G20630.1_ranked_1","A","B"
963,1,"AT3G20630.1_ranked_1","A","B"
964,6,"AT3G20630.1_ranked_1","A","B"
965,2,"AT3G20630.1_ranked_1","A","B"
966,9,"AT3G20630.1_ranked_2","A","B"
967,13,"AT3G20630.1_ranked_2","A","B"
968,7,"AT3G20630.1_ranked_2","A","B"
969,3,"AT3G20630.1_ranked_2","A","B"
970,16,"AT3G20630.1_ranked_2","A","B"
971,12,"AT3G20630.1_ranked_2","A","B"
972,3,"AT3G20630.1_ranked_2","A","B"
973,11,"AT3G20630.1_ranked_2","A","B"
974,6,"AT3G20630.1_ranked_2","A","B"
975,7,"AT3G20630.1_ranked_2","A","B"
976,3,"AT3G20630.1_ranked_2","A","B"
977,9,"AT3G20630.1_ranked_2","A","B"
978,6,"AT3G20630.1_ranked_2","A","B"
979,2,"AT3G23990.1_ranked_0","A","B"
980,12,"AT3G23990.1_ranked_0","A","B"
981,3,"AT3G23990.1_ranked_0","A","B"
982,6,"AT3G23990.1_ranked_0","A","B"
983,17,"AT3G23990.1_ranked_0","A","B"
984,3,"AT3G23990.1_ranked_0","A","B"
985,3,"AT3G23990.1_ranked_0","A","B"
986,6,"AT3G23990.1_ranked_0","A","B"
987,1,"AT3G23990.1_ranked_0","A","B"
988,3,"AT3G23990.1_ranked_0","A","B"
989,5,"AT3G23990.1_ranked_0","A","B"
990,6,"AT3G23990.1_ranked_0","A","B"
991,6,"AT3G23990.1_ranked_0","A","B"
992,3,"AT3G23990.1_ranked_0","A","B"
993,15,"AT3G23990.1_ranked_1","A","B"
994,3,"AT3G23990.1_ranked_1","A","B"
995,6,"AT3G23990.1_ranked_1","A","B"
996,1,"AT3G23990.1_ranked_1","A","B"
997,8,"AT3G23990.1_ranked_1","A","B"
998,3,"AT3G23990.1_ranked_1","A","B"
999,6,"AT3G23990.1_ranked_1","A","B"
1000,1,"AT3G23990.1_ranked_1","A","B"
1001,6,"AT3G23990.1_ranked_1","A","B"
1002,1,"AT3G23990.1_ranked_1","A","B"
1003,3,"AT3G23990.1_ranked_1","A","B"
1004,1,"AT3G23990.1_ranked_1","A","B"
1005,3,"AT3G23990.1_ranked_1","A","B"
1006,6,"AT3G23990.1_ranked_1","A","B"
1007,6,"AT3G23990.1_ranked_1","A","B"
1008,3,"AT3G23990.1_ranked_1","A","B"
1009,2,"AT3G23990.1_ranked_2","A","B"
1010,3,"AT3G23990.1_ranked_2","A","B"
1011,15,"AT3G23990.1_ranked_2","A","B"
1012,1,"AT3G23990.1_ranked_2","A","B"
1013,8,"AT3G23990.1_ranked_2","A","B"
1014,3,"AT3G23990.1_ranked_2","A","B"
1015,6,"AT3G23990.1_ranked_2","A","B"
1016,6,"AT3G23990.1_ranked_2","A","B"
1017,3,"AT3G23990.1_ranked_2","A","B"
1018,7,"AT3G25520.1_ranked_0","A","B"
1019,10,"AT3G25520.1_ranked_0","A","B"
1020,3,"AT3G25520.1_ranked_0","A","B"
1021,12,"AT3G25520.1_ranked_0","A","B"
1022,3,"AT3G25520.1_ranked_0","A","B"
1023,1,"AT3G25520.1_ranked_0","A","B"
1024,6,"AT3G25520.1_ranked_0","A","B"
1025,1,"AT3G25520.1_ranked_0","A","B"
1026,1,"AT3G25520.1_ranked_0","A","B"
1027,14,"AT3G25520.1_ranked_0","A","B"
1028,14,"AT3G25520.1_ranked_0","A","B"
1029,3,"AT3G25520.1_ranked_0","A","B"
1030,6,"AT3G25520.1_ranked_0","A","B"
1031,11,"AT3G25520.1_ranked_0","A","B"
1032,3,"AT3G25520.1_ranked_0","A","B"
1033,6,"AT3G25520.1_ranked_0","A","B"
1034,6,"AT3G25520.1_ranked_0","A","B"
1035,6,"AT3G25520.1_ranked_0","A","B"
1036,1,"AT3G25520.1_ranked_0","A","B"
1037,16,"AT3G25520.1_ranked_1","A","B"
1038,16,"AT3G25520.1_ranked_1","A","B"
1039,6,"AT3G25520.1_ranked_1","A","B"
1040,3,"AT3G25520.1_ranked_1","A","B"
1041,9,"AT3G25520.1_ranked_1","A","B"
1042,8,"AT3G25520.1_ranked_1","A","B"
1043,11,"AT3G25520.1_ranked_1","A","B"
1044,6,"AT3G25520.1_ranked_1","A","B"
1045,1,"AT3G25520.1_ranked_1","A","B"
1046,6,"AT3G25520.1_ranked_1","A","B"
1047,6,"AT3G25520.1_ranked_1","A","B"
1048,6,"AT3G25520.1_ranked_1","A","B"
1049,11,"AT3G25520.1_ranked_1","A","B"
1050,1,"AT3G25520.1_ranked_1","A","B"
1051,3,"AT3G25520.1_ranked_1","A","B"
1052,6,"AT3G25520.1_ranked_1","A","B"
1053,6,"AT3G25520.1_ranked_1","A","B"
1054,1,"AT3G25520.1_ranked_1","A","B"
1055,3,"AT3G25520.1_ranked_1","A","B"
1056,16,"AT3G25520.1_ranked_2","A","B"
1057,12,"AT3G25520.1_ranked_2","A","B"
1058,3,"AT3G25520.1_ranked_2","A","B"
1059,3,"AT3G25520.1_ranked_2","A","B"
1060,6,"AT3G25520.1_ranked_2","A","B"
1061,8,"AT3G25520.1_ranked_2","A","B"
1062,12,"AT3G25520.1_ranked_2","A","B"
1063,6,"AT3G25520.1_ranked_2","A","B"
1064,3,"AT3G25520.1_ranked_2","A","B"
1065,6,"AT3G25520.1_ranked_2","A","B"
1066,6,"AT3G25520.1_ranked_2","A","B"
1067,6,"AT3G25520.1_ranked_2","A","B"
1068,11,"AT3G25520.1_ranked_2","A","B"
1069,1,"AT3G25520.1_ranked_2","A","B"
1070,1,"AT3G25520.1_ranked_2","A","B"
1071,1,"AT3G26650.1_ranked_0","A","B"
1072,3,"AT3G26650.1_ranked_0","A","B"
1073,14,"AT3G26650.1_ranked_0","A","B"
1074,1,"AT3G26650.1_ranked_0","A","B"
1075,11,"AT3G26650.1_ranked_0","A","B"
1076,7,"AT3G26650.1_ranked_0","A","B"
1077,13,"AT3G26650.1_ranked_0","A","B"
1078,6,"AT3G26650.1_ranked_0","A","B"
1079,1,"AT3G26650.1_ranked_0","A","B"
1080,12,"AT3G26650.1_ranked_0","A","B"
1081,10,"AT3G26650.1_ranked_0","A","B"
1082,15,"AT3G26650.1_ranked_0","A","B"
1083,15,"AT3G26650.1_ranked_1","A","B"
1084,1,"AT3G26650.1_ranked_1","A","B"
1085,2,"AT3G26650.1_ranked_1","A","B"
1086,3,"AT3G26650.1_ranked_1","A","B"
1087,6,"AT3G26650.1_ranked_1","A","B"
1088,14,"AT3G26650.1_ranked_2","A","B"
1089,1,"AT3G26650.1_ranked_2","A","B"
1090,14,"AT3G26650.1_ranked_2","A","B"
1091,5,"AT3G26650.1_ranked_2","A","B"
1092,5,"AT3G26650.1_ranked_2","A","B"
1093,6,"AT3G48560.1_ranked_0","A","B"
1094,6,"AT3G48560.1_ranked_0","A","B"
1095,6,"AT3G48560.1_ranked_0","A","B"
1096,15,"AT3G48560.1_ranked_0","A","B"
1097,16,"AT3G48560.1_ranked_0","A","B"
1098,6,"AT3G48560.1_ranked_0","A","B"
1099,1,"AT3G48560.1_ranked_0","A","B"
1100,5,"AT3G48560.1_ranked_0","A","B"
1101,9,"AT3G48560.1_ranked_1","A","B"
1102,15,"AT3G48560.1_ranked_1","A","B"
1103,6,"AT3G48560.1_ranked_1","A","B"
1104,6,"AT3G48560.1_ranked_1","A","B"
1105,6,"AT3G48560.1_ranked_1","A","B"
1106,15,"AT3G48560.1_ranked_1","A","B"
1107,3,"AT3G48560.1_ranked_1","A","B"
1108,5,"AT3G48560.1_ranked_1","A","B"
1109,7,"AT3G48560.1_ranked_2","A","B"
1110,16,"AT3G48560.1_ranked_2","A","B"
1111,5,"AT3G48560.1_ranked_2","A","B"
