"graph","group","pdb","chain","ligand"
923,9,"5VAX","D","H"
924,9,"5VAX","D","H"
925,1,"5VAX","D","H"
926,1,"5VAX","D","H"
927,1,"5VAX","D","H"
928,1,"5VAX","D","H"
929,12,"5VAX","D","H"
930,10,"5VAX","D","H"
931,5,"5VAX","D","H"
932,5,"5VAY","A","E"
933,1,"5VAY","A","E"
934,1,"5VAY","A","E"
935,1,"5VAY","A","E"
936,1,"5VAY","A","E"
937,1,"5VAY","A","E"
938,6,"5VAY","A","E"
939,1,"5VAY","A","E"
940,5,"5VAY","B","F"
941,4,"5VAY","B","F"
942,1,"5VAY","B","F"
943,5,"5VAY","B","F"
944,1,"5VAY","B","F"
945,4,"5VAY","B","F"
946,12,"5VAY","B","F"
947,1,"5VAY","B","F"
948,6,"5VAY","B","F"
949,1,"5VAY","B","F"
950,5,"5VAY","C","G"
951,1,"5VAY","C","G"
952,5,"5VAY","C","G"
953,1,"5VAY","C","G"
954,1,"5VAY","C","G"
955,10,"5VAY","C","G"
956,12,"5VAY","C","G"
957,1,"5VAY","C","G"
958,6,"5VAY","C","G"
959,3,"5VAY","C","G"
960,10,"5VAY","C","G"
961,5,"5VAY","D","H"
962,5,"5VAY","D","H"
963,1,"5VAY","D","H"
964,5,"5VAY","D","H"
965,1,"5VAY","D","H"
966,1,"5VAY","D","H"
967,1,"5VAY","D","H"
968,5,"5VAY","D","H"
969,1,"5VAY","D","H"
970,5,"5VAY","D","H"
971,4,"5VAY","D","H"
972,6,"5VAY","D","H"
973,3,"5VAY","D","H"
974,2,"5VX3","A","B"
975,1,"5VX3","A","B"
976,1,"5VX3","A","B"
977,13,"5VX3","A","B"
978,1,"5VX3","A","B"
979,1,"5VX3","A","B"
980,7,"5VX3","A","B"
981,5,"5VX3","A","B"
982,13,"5VX3","A","B"
983,1,"5VX3","C","D"
984,1,"5VX3","C","D"
985,4,"5VX3","C","D"
986,1,"5VX3","C","D"
987,9,"5VX3","C","D"
988,10,"5VX3","C","D"
989,1,"5VX3","C","D"
990,7,"5VX3","C","D"
991,5,"5VX3","C","D"
992,3,"5VX3","C","D"
993,1,"5VX3","E","F"
994,7,"5VX3","E","F"
995,5,"5VX3","E","F"
996,10,"5VX3","E","F"
997,5,"5VX3","E","F"
998,5,"5VX3","G","H"
999,1,"5VX3","G","H"
1000,10,"5VX3","G","H"
1001,5,"5VX3","G","H"
1002,7,"5VX3","G","H"
1003,5,"5VX3","G","H"
1004,4,"5VX3","G","H"
1005,10,"5VX3","G","H"
1006,1,"5WHH","A","B"
1007,1,"5WHH","A","B"
1008,5,"5WHH","A","B"
1009,5,"5WHH","A","B"
1010,11,"5WHH","A","B"
1011,5,"5WHH","A","B"
1012,4,"6DCN","A","D"
1013,1,"6DCN","A","D"
1014,5,"6DCN","A","D"
1015,5,"6DCN","A","D"
1016,10,"6DCN","A","D"
1017,1,"6DCN","A","D"
1018,6,"6DCN","A","D"
1019,1,"6DCN","A","D"
1020,1,"6DCN","A","D"
1021,3,"6DCN","A","D"
1022,1,"6DCN","B","C"
1023,5,"6DCN","B","C"
1024,10,"6DCN","B","C"
1025,2,"6DCN","B","C"
1026,5,"6DCN","B","C"
1027,1,"6DCN","B","C"
1028,1,"6DCN","B","C"
1029,1,"6DCN","B","C"
1030,6,"6DCN","B","C"
1031,3,"6DCN","B","C"
1032,5,"6DCO","A","C"
1033,1,"6DCO","A","C"
1034,10,"6DCO","A","C"
1035,5,"6DCO","A","C"
1036,4,"6DCO","A","C"
1037,1,"6DCO","A","C"
1038,6,"6DCO","A","C"
1039,1,"6DCO","A","C"
1040,1,"6DCO","B","D"
1041,4,"6DCO","B","D"
1042,5,"6DCO","B","D"
1043,5,"6DCO","B","D"
1044,1,"6DCO","B","D"
1045,6,"6DCO","B","D"
1046,1,"6DCO","B","D"
1047,3,"6DCO","B","D"
1048,1,"6E3I","A","B"
1049,1,"6E3I","A","B"
1050,6,"6E3I","A","B"
1051,1,"6E3I","A","B"
1052,1,"6E3I","A","B"
1053,1,"6E3I","A","B"
1054,13,"6E3I","A","B"
1055,5,"6E3J","A","B"
1056,1,"6E3J","A","B"
1057,1,"6E3J","A","B"
1058,6,"6E3J","A","B"
1059,1,"6E3J","A","B"
1060,1,"6E3J","A","B"
1061,13,"6E3J","A","B"
